id,context,question,answer0,answer1,answer2,answer3,label,pred,logits
33NKDW9FFXGY8N4SYMTDMMXP1VAXCX##34MAJL3QP5LMJ5ITBLM9LSSLFZX34J##A2LTOS0AZ3B28A##Blog_1068632##q2_a1##3YLTXLH3DHKZABCOIL9XVYWA5XCPHA,"I took her to her doctor that knows her . He did his exam , and Leah was crying , she had said to me , "" Mommy , why wo n't they go away ? I ' m tired of feeling bad and having them "" . My heart broken , but having to be strong , I said , "" I know honey , me too "" .",Why was mom heart broken ?,She thought she should be able to help the doctor .,The mom could n't do anything for Leah .,None of the above choices .,She was glad that Leah was sick .,1,0,[-1.081 -1.507 -2.62  -2.39 ]
33NKDW9FFXGY8N4SYMTDMMXP1VAXCX##34MAJL3QP5LMJ5ITBLM9LSSLFZX34J##A2LTOS0AZ3B28A##Blog_1068632##q2_a1##3FO95NVK5EE9CX6J67PL473RFQHRSP,"I took her to her doctor that knows her . He did his exam , and Leah was crying , she had said to me , "" Mommy , why wo n't they go away ? I ' m tired of feeling bad and having them "" . My heart broken , but having to be strong , I said , "" I know honey , me too "" .",Why was mom heart broken ?,She was glad that Leah was sick .,She could n't make Leah feel better .,None of the above choices .,She thought she should be able to help the doctor .,1,3,[-2.39  -1.93  -2.62  -1.081]
3FBEFUUYRMJCQIM5XJ0W8CIPX1F6A1##3GDTJDAPVXQ3JHCCD3T1Q155PQ08MM##A2CMYWI1J292YJ##Blog_1187780##q1_a2##35XW21VSVISY9ZB61NSPIVUS995SLZ,"The list for my kids has a character trait request for each day of the month , so that every day I pray for a different aspect of their development . I believe the list was originally from an article in Focus on the Family 's magazine , many many many years ago . I have been praying through this list since they were born , I believe . God has answered graciously with two very wonderful children !",What kind of list am I talking about ?,development milestones,None of the above choices .,magazines for families,bible quotes,0,3,[ 3.146  -1.6455 -1.878   4.05  ]
3FBEFUUYRMJCQIM5XJ0W8CIPX1F6A1##3GDTJDAPVXQ3JHCCD3T1Q155PQ08MM##A2CMYWI1J292YJ##Blog_1187780##q2_a1##3BPP3MA3TEYXZG6O0S8KTEQD8IWLER,"The list for my kids has a character trait request for each day of the month , so that every day I pray for a different aspect of their development . I believe the list was originally from an article in Focus on the Family 's magazine , many many many years ago . I have been praying through this list since they were born , I believe . God has answered graciously with two very wonderful children !",what am I grateful about ?,None of the above choices .,Two kids with great focus,Two religious kids,Two kids with normal development,3,2,[-2.783  -1.652   4.105   0.3718]
3FBEFUUYRMJCQIM5XJ0W8CIPX1F6A1##3GDTJDAPVXQ3JHCCD3T1Q155PQ08MM##A2CMYWI1J292YJ##Blog_1187780##q2_a1##3X7837UUAFCNRBP9RPD91BL8NV3J62,"The list for my kids has a character trait request for each day of the month , so that every day I pray for a different aspect of their development . I believe the list was originally from an article in Focus on the Family 's magazine , many many many years ago . I have been praying through this list since they were born , I believe . God has answered graciously with two very wonderful children !",what am I grateful about ?,Two religious kids,None of the above choices .,Two healthy kids,Two kids with great focus,2,0,[ 4.105 -2.783  2.3   -1.652]
3B0MCRZMBT8RNSAC1YH247Y1RNAPP1##3HUTX6F6VX2GX5VZA2ZD8EH7XB4O20##A2KYOM2ZGYDJGT##Blog_1449961##q1_a1##307L9TDWJ06KDITCNL73NFQ5MMBN35,"Ummm ... I recall last post mentioning that I had slightly fallen off the no - yarn - buying wagon and was mostly resisting casting on new projects . Remember that ? Yeah , not so much , anymore .",Why had I slightly fallen off the no - yarn - buying wagon ?,Because last post mentioned it .,None of the above choices .,Because I remember that .,Because I bought yarn .,3,1,[-4.65  -1.319 -3.59  -5.24 ]
3O4VWC1GEW49033KOP3B2ALGKO53JC##3JJVG1YBECV9IJQ64JKP83WB4CQ5BH##AO33H4GL9KZX9##Blog_203##q1_a1##3JYPJ2TAYKMFWFLINVLXSDKXPMGFPR,"Gary and I have become big fans of Blind Dog Coffee , a local company -- with the by - now - mandatory organic , fair - trade beans -- started by a Reno man who went blind in middle age from the delayed effects of treatment for childhood cancer . He donates a portion of each sale to Angel Kiss , which gives childhood cancer patients and their families "" immediate assistance and support for any expense or need related to treatment , "" regardless of income . And as if that were n't enough , the coffee 's yummy . Support a family business ! Help kids in medical crisis ! Get a really good caffeine buzz !",Why might I prefer Blind Dog Coffee over other coffee companies ?,"Because I disagree with its philosophies and practices about a lot of things , but not coffee .","Because I agree with its philosophies and practices about a lot of things , not just coffee .",Because I agree with its philosophies but not its practices about a lot of things and coffee .,"Because I agree with part its philosophies and practices about a lot of things , not just coffee .",1,3,[-1.846  5.633  3.74   5.82 ]
34O39PNDK8MAVBPHVL3QEITRAPVRBX##3VZLGYJEYOPTXPC300VNE2I7R9SZXB##AO33H4GL9KZX9##Blog_1341464##q1_a1##3D1UCPY6GINZAB68HJIK5I0AXL838H,"Board : Traditional LetterboxesAuthor : MrOspitalI just received an email via LbNA about one of my boxes that has had 3 attempts . Each time I maintained it it was in place where the clues described . However due to the entrance fee ( $ 8 ) 3 times in 2 months , I had thought about retiring the box to a new location . This boxer however complimented by clues , box disguise , and carving !",Where might I have placed my letter box ?,I might have placed my entrance fee in a place that shows me letter box,I might have placed my letter box in a place that requires an entrance fee .,I might have placed my letter box in a place that requires no entrance fee .,I might have placed my letter box in a place that requires multiple entrance fees .,1,3,[-4.023 -2.094 -3.104 -1.795]
3B623HUYJ4OO03SGN07LLSKEWUQ8S7##30OG32W0SV9BFB8WIAI13S2IYYCNE6##A394JO4NEPCY3M##Blog_1334308##q1_a1##37NXA7GVSVKE1RSAVIXUTIEZ87HVLD,"The last day of our Eastern Canada bus tour ( August 10 , 2008 ) started very early . After our early morning wakeup call we were scheduled for a 6:45 am departure . By mid - morning we had arrived in Ottawa where our first stop was at the Canadian Museum of Civilization . We had about an hour to explore the most visited museum in Canada which was nowhere near enough to really take in the various exhibits and interactive displays that showcase 20,000 years of human history .",What may be different if they had more than an hour to explore ?,They would not have had an early morning wake up call,They would be able to really take in all the exhibits and displays,None of the above choices .,The last day of the tour would n't have started so early,1,3,[-1.486 -1.526 -1.792 -1.394]
33K3E8REWY9BQ9DM18P8CYPE4HE8XT##3IUZPWIU1RMJJU8RQUWRP4GNIY8WKW##A394JO4NEPCY3M##Blog_1592438##q1_a2##3GL25Y68458QBYFQV9ZRHGQ9OTXXME,"Talking bout the movie should be done after the movie , if you really need to talk WHISPER SOFTLY ( some people whispers really loudly ) I ' m thinking the next time round I go for a movie and meet these kind of irritating people , I should just tell them off ! What do you all think ? ? ? ? ? ? * another thing you guys should know , I hate it when people sitting behind me kick my chair .",What is probably true about the narrator ?,They talk during movies,They do not like going to the movies,They do not talk during movies,They do not think talking during movies is rude,2,3,[-3.111    0.06494 -3.863    2.555  ]
33K3E8REWY9BQ9DM18P8CYPE4HE8XT##3IUZPWIU1RMJJU8RQUWRP4GNIY8WKW##A394JO4NEPCY3M##Blog_1592438##q1_a1##3JU8CV4BRNQ92SYBMY4NF7TBHU3POX,"Talking bout the movie should be done after the movie , if you really need to talk WHISPER SOFTLY ( some people whispers really loudly ) I ' m thinking the next time round I go for a movie and meet these kind of irritating people , I should just tell them off ! What do you all think ? ? ? ? ? ? * another thing you guys should know , I hate it when people sitting behind me kick my chair .",What is probably true about the narrator ?,They talk during movies,They like going to movies,They do not like going to the movies,They do not think talking during movies is rude,1,3,[-3.111   -4.137    0.06494  2.555  ]
3V7ICJJAZAEO0GOC0BVDERU9QF54BI##37KGEN7NJ4OFFN9Z73B41T6HBOEPPV##AO33H4GL9KZX9##Blog_454123##q1_a1##3NZ1E5QA61FLQORJYEQNBHOVJK75BP,"That is something that I heard recently , and last night , while I could not sleep , I looked out the window at the moon shining down on me . I ca nt say that I felt calm , but I did feel a wonderful connection to something ... I guess it was very peaceful , and I was reminded that the moon is always there , weather I see it or not . Even when I am inside , it is just through a few pieces of wood above my head ... just like the soil is only a few feet below the pavement under our feet . GO NATURE ! !",Why might I think looking at the moon is peaceful ?,Because it 's quiet in the day when the moon is the brightest .,Because it 's quiet at night when the moon is the brightest .,Because it 's quiet in the day when the sun is the brightest .,Because it 's restless at night when the moon is the brightest .,1,2,[1.375 1.018 2.29  0.616]
3KTCJ4SCVIFILXUXOGEKM7M8J081MO##3U84XHCDIFS2ZNOTGPTIHRL91G34ZO##AO33H4GL9KZX9##Blog_820760##q1_a1##33BFF6QPI3PA0C2QFMYQJY3WFYBW31,"So I woke up to "" going to beet up Gethin "" burnt outside of my tent . Hothead was being hothead . So to make a long story short apparently hothead was n't foreplaying with pala when he turned her to ash . At Gethin 's manner we got greeted by Cynthia 's thunderbolts .",How might have Hothead turned Pala into ash ?,Hothead might have used a literal fire to burn Pala to ashes .,Hothead might have used a magical power of fire to burn Pala to ashes .,Hothead might have used a magical power of water to burn Pala to ashes .,Hothead might have used a magical power of wind to burn Pala to ashes .,1,0,[-1.117 -2.432 -4.39  -3.297]
3CO05SML7V3UHZN0D7U12390RK9R09##3PMBY0YE281BTBKOL9T1V37V6DLC90##A2KYOM2ZGYDJGT##Blog_666860##q1_a1##3E24UO25Q141SMG6725E972UMCJO66,"I honestly apologize for the lack of posts during the past week ! I was busy with project work ( the Japan trip was n't all fun and play ) plus , I attended SINGFest 2008 so a whole weekend was burnt in the mosh - pit . And thus , I owe you guys much updates . But first up , a general haul post before I turn in .",What was burnt in the mosh pit ?,None of the above choices .,SINGFest 2008,The Japan trip,A whole weekend,3,1,[-2.248 -1.113 -2.723 -4.2  ]
3XABXM4AJ13CNND3VWIGQS5DE3OQ8D##3JWH6J9I9TBD88WC8JGB2KWXVJ5NBC##AO33H4GL9KZX9##Blog_802485##q1_a1##3566S7OX5FXZ0UNAKACV3PPIOFD17L,I am an adult so I think like an adult so I guess that is why I accepted it all . I had gone through alot of the feelings and such Bella experienced and such so I understood it all . Hopefully when you all get older you 'll understand the idea behind the book .,Who might I be speaking with ?,I might be speaking with an old man .,I might be speaking with an old woman .,I might be speaking with a child .,I might be speaking with an adult .,2,3,[-4.83  -4.07  -2.973 -2.258]
3K8CQCU3KGFH4GV0X5I5SC12K7PWNO##39N5ACM9HH29IPSZABR771UBDRLP9V##A2MHM7JK1T9XHR##Blog_1205869##q1_a1##3S8APUMBJZXDSLK84Q3WXTF88OEFBV,He just wanted to play . We had a chance to visit before we left for Alabama . I brought some cheese and wine from Pastoral and we sat and chatted and eventually got around to playing some music . One song - Summertime .,What did he want to play ?,He wanted to play chess,None of the above choices .,He wanted to play video games,He wanted to play guitar,3,1,[-7.39  -1.4   -4.523 -4.074]
3P0I4CQYVY5KSCW5EM6IF3DZH98WOP##3U8YCDAGXQEXRI6UQVB3MXVJ9QP0QK##AO33H4GL9KZX9##Blog_374652##q1_a1##37VE3DA4YWVX6HBEZGRW0ERLOU0BHG,"When Michael O'Leary was tasked with turning Ryanair 's fortunes around just over a decade ago , his first port of call was a visit to Southwest Airlines to figure out how they managed to achieve low costs . Southwest have no assigned seating , but they do have boarding groups which makes things easy . They also give you a free coffee or soft drink , a package - o - nuts , and a smile . The planes have superb legroom , nice seats , and are n't garish and decked out in horrible yellow and blue .",What might Michael O'Leary have done with Ryanair after the visit with Southwest ?,Michael O'Leary might not have implemented cost cutting policies to compete with other airlines .,Michael O'Leary might have implemented cost inducing policies to compete with other airlines .,None of the above choices .,Michael O'Leary might have implemented cost cutting policies to compete with other airlines .,3,0,[ 2.824  1.912 -3.77   2.057]
